age,education,occupation,gender,hours-per-week,income
43,Some-college,Transport-moving,Male,60,>50K
25,Bachelors,Exec-managerial,Female,20,<=50K
59,Masters,Prof-specialty,Male,60,<=50K
29,Assoc-acdm,Prof-specialty,Female,35,<=50K
30,9th,Machine-op-inspct,Female,40,<=50K
24,Some-college,Machine-op-inspct,Female,40,<=50K
38,Bachelors,Other-service,Male,40,<=50K
37,HS-grad,Exec-managerial,Male,60,>50K
26,Preschool,Machine-op-inspct,Male,40,<=50K
30,HS-grad,Other-service,Female,40,<=50K
73,Masters,Prof-specialty,Male,10,>50K
30,HS-grad,Machine-op-inspct,Male,40,<=50K
33,HS-grad,Other-service,Male,40,<=50K
46,Some-college,Transport-moving,Male,58,<=50K
40,HS-grad,?,Female,20,<=50K
18,11th,Other-service,Male,40,<=50K
35,Bachelors,Prof-specialty,Female,8,>50K
22,HS-grad,Adm-clerical,Female,40,<=50K
50,HS-grad,Sales,Male,60,<=50K
62,7th-8th,?,Male,40,<=50K
39,Bachelors,Exec-managerial,Male,40,>50K
22,Some-college,Sales,Male,40,<=50K
33,HS-grad,Adm-clerical,Female,40,<=50K
31,HS-grad,Handlers-cleaners,Female,40,<=50K
29,Bachelors,Adm-clerical,Male,40,<=50K
38,Some-college,Machine-op-inspct,Male,45,>50K
24,Bachelors,Sales,Female,35,<=50K
29,HS-grad,Protective-serv,Female,40,<=50K
49,Masters,Adm-clerical,Male,40,>50K
33,7th-8th,Machine-op-inspct,Male,40,<=50K
28,HS-grad,Machine-op-inspct,Male,48,<=50K
22,Bachelors,Adm-clerical,Female,60,<=50K
37,HS-grad,Machine-op-inspct,Male,40,<=50K
30,HS-grad,Craft-repair,Male,50,<=50K
49,7th-8th,Craft-repair,Male,40,<=50K
29,HS-grad,Exec-managerial,Male,40,<=50K
25,HS-grad,Exec-managerial,Female,40,<=50K
36,HS-grad,Adm-clerical,Female,40,<=50K
36,Doctorate,Prof-specialty,Male,45,<=50K
21,HS-grad,Other-service,Male,22,<=50K
18,Some-college,Other-service,Female,30,<=50K
30,Assoc-voc,Protective-serv,Male,40,<=50K
44,Some-college,Adm-clerical,Female,40,<=50K
40,Some-college,Transport-moving,Male,50,<=50K
43,HS-grad,Exec-managerial,Male,44,<=50K
45,Bachelors,Exec-managerial,Male,50,>50K
29,Some-college,Sales,Female,26,<=50K
40,Some-college,Adm-clerical,Female,40,<=50K
43,Some-college,Other-service,Male,48,<=50K
20,Some-college,Other-service,Female,20,<=50K
32,Bachelors,Tech-support,Male,20,<=50K
19,Some-college,Other-service,Female,16,<=50K
21,HS-grad,Machine-op-inspct,Male,40,<=50K
23,Assoc-voc,Handlers-cleaners,Male,40,<=50K
24,11th,Other-service,Female,40,<=50K
52,Assoc-voc,Other-service,Male,32,<=50K
51,Some-college,?,Female,40,<=50K
19,Some-college,Other-service,Male,35,<=50K
54,Some-college,Sales,Male,45,>50K
50,HS-grad,Machine-op-inspct,Female,48,<=50K
29,Some-college,Machine-op-inspct,Male,40,<=50K
17,10th,Tech-support,Male,10,<=50K
47,HS-grad,Other-service,Female,37,<=50K
46,Bachelors,Prof-specialty,Female,32,<=50K
30,Some-college,Handlers-cleaners,Male,44,<=50K
58,Some-college,Other-service,Female,30,<=50K
48,Bachelors,Prof-specialty,Female,40,<=50K
23,Some-college,Protective-serv,Male,40,<=50K
23,Assoc-voc,Adm-clerical,Female,36,<=50K
45,HS-grad,Craft-repair,Male,40,<=50K
20,Some-college,Sales,Male,20,<=50K
26,7th-8th,Machine-op-inspct,Male,48,<=50K
50,Bachelors,Prof-specialty,Female,40,>50K
49,HS-grad,Sales,Male,48,>50K
26,Some-college,Other-service,Male,40,<=50K
47,Prof-school,Adm-clerical,Male,40,<=50K
31,12th,Sales,Male,50,<=50K
19,Some-college,?,Female,40,<=50K
23,10th,Other-service,Male,40,<=50K
35,HS-grad,Craft-repair,Male,40,<=50K
46,Some-college,Craft-repair,Male,50,>50K
28,11th,Craft-repair,Male,40,<=50K
58,Some-college,Exec-managerial,Male,45,>50K
21,HS-grad,Adm-clerical,Female,40,<=50K
50,10th,Sales,Female,50,<=50K
30,9th,?,Female,30,<=50K
31,Bachelors,Prof-specialty,Female,40,<=50K
31,Bachelors,Adm-clerical,Female,20,<=50K
35,HS-grad,Craft-repair,Male,40,>50K
33,Doctorate,Prof-specialty,Male,60,>50K
34,Masters,Prof-specialty,Male,55,>50K
67,Prof-school,?,Male,10,>50K
37,HS-grad,Handlers-cleaners,Male,45,>50K
48,Masters,Prof-specialty,Male,40,>50K
34,Bachelors,Exec-managerial,Male,40,<=50K
24,Some-college,Exec-managerial,Male,40,<=50K
55,HS-grad,Priv-house-serv,Female,40,<=50K
50,HS-grad,Tech-support,Male,40,>50K
40,Bachelors,Sales,Male,60,>50K
33,Bachelors,Handlers-cleaners,Male,30,<=50K
51,Some-college,Craft-repair,Male,40,<=50K
30,Some-college,Machine-op-inspct,Male,40,<=50K
41,HS-grad,Machine-op-inspct,Male,40,<=50K
47,Assoc-voc,Exec-managerial,Male,40,>50K
27,7th-8th,Farming-fishing,Male,50,<=50K
37,Bachelors,Prof-specialty,Female,32,>50K
40,Assoc-voc,Craft-repair,Male,40,<=50K
36,HS-grad,Machine-op-inspct,Male,40,<=50K
37,HS-grad,Machine-op-inspct,Male,40,<=50K
38,Prof-school,Prof-specialty,Male,35,>50K
40,Some-college,Craft-repair,Male,50,<=50K
35,Bachelors,Exec-managerial,Female,40,<=50K
47,HS-grad,Machine-op-inspct,Female,20,>50K
20,Some-college,?,Male,60,<=50K
33,Masters,Prof-specialty,Male,45,>50K
45,Some-college,Adm-clerical,Female,40,<=50K
66,Some-college,?,Male,40,>50K
35,HS-grad,Sales,Female,38,<=50K
32,11th,Adm-clerical,Male,45,<=50K
23,Some-college,Other-service,Male,50,<=50K
19,HS-grad,Other-service,Female,15,<=50K
44,Some-college,?,Male,40,<=50K
20,HS-grad,Handlers-cleaners,Male,35,<=50K
44,Bachelors,Sales,Male,30,<=50K
41,HS-grad,Adm-clerical,Male,40,<=50K
19,Some-college,Adm-clerical,Female,40,<=50K
48,HS-grad,Other-service,Female,35,<=50K
45,Some-college,Sales,Male,65,>50K
40,7th-8th,Other-service,Male,42,<=50K
34,HS-grad,Craft-repair,Male,55,>50K
20,Some-college,Sales,Female,40,<=50K
33,Some-college,Adm-clerical,Female,40,<=50K
30,HS-grad,Adm-clerical,Female,20,<=50K
23,Some-college,Handlers-cleaners,Male,32,<=50K
34,10th,Other-service,Female,38,<=50K
48,Some-college,Craft-repair,Male,40,>50K
32,11th,?,Female,49,<=50K
42,Some-college,Craft-repair,Male,40,>50K
22,HS-grad,Adm-clerical,Male,40,<=50K
60,HS-grad,Craft-repair,Male,42,>50K
42,Bachelors,Exec-managerial,Male,55,>50K
45,Bachelors,Exec-managerial,Female,55,<=50K
47,HS-grad,Other-service,Female,32,<=50K
29,Masters,Exec-managerial,Female,40,>50K
34,Bachelors,Sales,Male,38,<=50K
34,Bachelors,Prof-specialty,Female,40,>50K
39,HS-grad,Adm-clerical,Male,40,<=50K
29,Some-college,Prof-specialty,Female,24,<=50K
42,Some-college,Sales,Male,60,<=50K
48,11th,Other-service,Female,35,<=50K
53,Bachelors,Exec-managerial,Male,40,>50K
51,Some-college,Adm-clerical,Female,45,<=50K
44,Bachelors,Farming-fishing,Male,90,<=50K
46,Assoc-voc,Exec-managerial,Male,60,>50K
51,Doctorate,Craft-repair,Female,60,>50K
32,Some-college,Craft-repair,Female,40,<=50K
22,HS-grad,?,Male,30,<=50K
24,Some-college,Other-service,Male,45,<=50K
33,Assoc-voc,Prof-specialty,Female,26,<=50K
47,HS-grad,Craft-repair,Male,90,<=50K
64,Masters,Prof-specialty,Male,50,<=50K
62,Bachelors,Exec-managerial,Male,50,>50K
52,HS-grad,Exec-managerial,Male,40,>50K
39,HS-grad,Sales,Female,40,<=50K
42,HS-grad,Prof-specialty,Male,48,<=50K
38,Bachelors,Sales,Male,42,>50K
55,7th-8th,Transport-moving,Male,50,<=50K
29,HS-grad,?,Female,27,<=50K
42,Assoc-acdm,Prof-specialty,Female,24,<=50K
30,Assoc-acdm,Exec-managerial,Female,50,>50K
32,9th,Craft-repair,Male,40,<=50K
36,HS-grad,?,Male,30,<=50K
50,11th,Sales,Female,40,<=50K
27,HS-grad,Machine-op-inspct,Male,40,<=50K
47,HS-grad,Exec-managerial,Male,60,<=50K
33,9th,Machine-op-inspct,Male,35,<=50K
48,Some-college,Adm-clerical,Male,40,<=50K
23,7th-8th,Other-service,Male,35,<=50K
31,Bachelors,Exec-managerial,Male,40,>50K
26,Some-college,Machine-op-inspct,Male,40,<=50K
61,HS-grad,Sales,Male,63,<=50K
50,Bachelors,Sales,Male,40,<=50K
49,Assoc-voc,Prof-specialty,Male,40,>50K
57,5th-6th,?,Male,84,>50K
19,HS-grad,Other-service,Male,24,<=50K
18,11th,Handlers-cleaners,Male,15,<=50K
44,Assoc-acdm,Other-service,Female,99,<=50K
54,Assoc-voc,Sales,Male,50,<=50K
35,HS-grad,Protective-serv,Male,40,>50K
27,Masters,Prof-specialty,Male,20,<=50K
50,HS-grad,Farming-fishing,Male,50,<=50K
43,HS-grad,Craft-repair,Male,40,<=50K
28,Some-college,Adm-clerical,Male,40,<=50K
47,HS-grad,Exec-managerial,Male,40,<=50K
21,Preschool,Farming-fishing,Male,50,<=50K
30,Prof-school,Prof-specialty,Female,45,<=50K
19,HS-grad,Craft-repair,Male,45,<=50K
40,Some-college,Other-service,Male,40,<=50K
55,Masters,Sales,Male,50,>50K
67,HS-grad,?,Male,20,<=50K
31,Assoc-voc,Machine-op-inspct,Male,43,<=50K
30,Assoc-voc,Exec-managerial,Male,40,<=50K
54,Preschool,?,Female,40,<=50K
51,Bachelors,Prof-specialty,Female,43,<=50K
34,HS-grad,Transport-moving,Female,40,<=50K
59,Masters,Exec-managerial,Male,45,>50K
50,HS-grad,Exec-managerial,Female,38,<=50K
29,HS-grad,Machine-op-inspct,Male,40,<=50K
17,10th,Farming-fishing,Male,40,<=50K
24,HS-grad,Other-service,Female,30,<=50K
52,Preschool,?,Male,40,<=50K
39,Masters,Prof-specialty,Female,18,>50K
18,12th,?,Female,25,<=50K
32,Some-college,Handlers-cleaners,Male,40,<=50K
25,Some-college,?,Female,50,<=50K
34,HS-grad,Machine-op-inspct,Female,45,<=50K
44,HS-grad,Prof-specialty,Male,40,>50K
37,Some-college,Adm-clerical,Female,40,<=50K
39,Masters,Exec-managerial,Female,65,>50K
32,Prof-school,Prof-specialty,Male,40,>50K
23,Some-college,Other-service,Female,28,<=50K
45,Some-college,Adm-clerical,Male,42,<=50K
30,11th,Handlers-cleaners,Male,40,<=50K
20,12th,Other-service,Female,10,<=50K
41,HS-grad,Craft-repair,Male,4,<=50K
21,HS-grad,Sales,Female,30,<=50K
48,7th-8th,Other-service,Male,30,<=50K
31,HS-grad,Prof-specialty,Male,45,>50K
34,Assoc-voc,Handlers-cleaners,Male,40,<=50K
25,HS-grad,Other-service,Male,40,<=50K
41,Bachelors,Craft-repair,Male,35,<=50K
35,Prof-school,Prof-specialty,Male,50,>50K
42,Bachelors,Exec-managerial,Female,40,<=50K
34,HS-grad,Transport-moving,Male,75,>50K
44,10th,Machine-op-inspct,Male,60,<=50K
32,Bachelors,Exec-managerial,Male,40,>50K
25,Some-college,Sales,Male,40,<=50K
23,11th,Transport-moving,Male,50,<=50K
36,Prof-school,Prof-specialty,Male,40,>50K
53,Bachelors,Sales,Male,60,>50K
27,Doctorate,Prof-specialty,Male,52,<=50K
27,Bachelors,Adm-clerical,Female,65,<=50K
57,HS-grad,Exec-managerial,Female,45,<=50K
17,11th,Sales,Female,20,<=50K
59,HS-grad,Adm-clerical,Female,38,<=50K
34,HS-grad,Other-service,Female,40,<=50K
30,10th,Transport-moving,Male,55,<=50K
31,Assoc-acdm,Adm-clerical,Female,45,<=50K
18,11th,?,Male,40,<=50K
23,Some-college,Sales,Male,30,<=50K
19,HS-grad,Transport-moving,Male,40,<=50K
20,Assoc-voc,Farming-fishing,Male,40,<=50K
52,HS-grad,Sales,Male,40,<=50K
39,Bachelors,Prof-specialty,Male,50,>50K
27,HS-grad,Other-service,Female,50,<=50K
19,Some-college,Sales,Female,35,<=50K
38,Bachelors,Prof-specialty,Female,15,<=50K
19,HS-grad,Handlers-cleaners,Male,16,<=50K
34,Bachelors,Prof-specialty,Female,40,>50K
41,HS-grad,Transport-moving,Male,45,<=50K
23,HS-grad,Machine-op-inspct,Female,40,<=50K
24,Assoc-acdm,?,Male,12,<=50K
24,Bachelors,Adm-clerical,Female,40,<=50K
22,10th,Transport-moving,Male,84,<=50K
45,Prof-school,Prof-specialty,Male,60,>50K
45,HS-grad,Exec-managerial,Male,60,>50K
48,Bachelors,Exec-managerial,Male,40,>50K
42,Bachelors,Sales,Male,60,<=50K
35,Some-college,Sales,Male,50,<=50K
32,HS-grad,Other-service,Female,40,<=50K
51,HS-grad,Exec-managerial,Female,32,<=50K
59,Some-college,Exec-managerial,Male,40,>50K
31,HS-grad,Transport-moving,Male,40,<=50K
27,Bachelors,Tech-support,Male,50,<=50K
29,Bachelors,Handlers-cleaners,Male,80,>50K
57,Assoc-acdm,Adm-clerical,Female,35,<=50K
40,HS-grad,Other-service,Male,40,<=50K
31,HS-grad,Machine-op-inspct,Male,40,<=50K
23,7th-8th,Machine-op-inspct,Male,40,<=50K
42,HS-grad,Adm-clerical,Female,35,<=50K
60,HS-grad,Sales,Male,40,<=50K
53,Masters,Exec-managerial,Female,50,>50K
20,Some-college,?,Female,40,<=50K
27,HS-grad,Handlers-cleaners,Male,40,<=50K
31,HS-grad,Transport-moving,Male,45,<=50K
29,Bachelors,Craft-repair,Male,40,<=50K
22,Bachelors,Farming-fishing,Male,40,<=50K
42,Bachelors,Prof-specialty,Female,38,>50K
63,Prof-school,Prof-specialty,Male,50,>50K
28,HS-grad,Sales,Male,40,<=50K
79,Some-college,Adm-clerical,Male,20,<=50K
39,HS-grad,Craft-repair,Male,40,>50K
29,12th,Other-service,Male,40,<=50K
60,7th-8th,Other-service,Male,40,<=50K
58,12th,Other-service,Female,24,<=50K
20,Assoc-acdm,Other-service,Female,18,<=50K
44,HS-grad,Transport-moving,Male,65,>50K
47,HS-grad,Transport-moving,Male,48,<=50K
59,HS-grad,Protective-serv,Male,24,>50K
37,Masters,Exec-managerial,Male,65,<=50K
21,HS-grad,Machine-op-inspct,Male,40,<=50K
68,Assoc-voc,Exec-managerial,Female,40,<=50K
43,Some-college,Adm-clerical,Male,40,<=50K
23,Some-college,?,Female,40,<=50K
23,HS-grad,Craft-repair,Female,33,<=50K
40,Masters,Adm-clerical,Female,35,<=50K
45,Some-college,Sales,Female,35,<=50K
34,Assoc-voc,?,Male,60,>50K
22,Some-college,Tech-support,Male,40,<=50K
38,Bachelors,Prof-specialty,Male,50,>50K
24,Some-college,Sales,Male,49,<=50K
23,HS-grad,Sales,Female,40,<=50K
39,Some-college,Adm-clerical,Male,45,>50K
26,Some-college,Craft-repair,Male,40,<=50K
24,HS-grad,Handlers-cleaners,Male,40,<=50K
22,Some-college,Adm-clerical,Male,25,<=50K
36,Bachelors,Prof-specialty,Male,55,<=50K
20,Some-college,Priv-house-serv,Female,20,<=50K
18,11th,Other-service,Male,8,<=50K
38,Bachelors,Exec-managerial,Male,40,>50K
43,Bachelors,Farming-fishing,Male,35,<=50K
56,HS-grad,Exec-managerial,Male,40,<=50K
42,Masters,Exec-managerial,Male,40,>50K
35,Bachelors,Exec-managerial,Male,50,>50K
31,Some-college,Adm-clerical,Female,45,<=50K
73,1st-4th,Transport-moving,Male,20,<=50K
32,Some-college,Exec-managerial,Female,42,<=50K
37,Masters,Exec-managerial,Male,45,>50K
66,HS-grad,Handlers-cleaners,Male,10,<=50K
22,HS-grad,Other-service,Female,35,<=50K
51,Assoc-voc,Sales,Male,40,<=50K
31,HS-grad,Other-service,Male,35,<=50K
65,HS-grad,Adm-clerical,Female,59,<=50K
39,HS-grad,Craft-repair,Female,45,<=50K
48,Some-college,Adm-clerical,Female,37,<=50K
20,Some-college,Other-service,Female,40,<=50K
28,Assoc-acdm,?,Male,40,<=50K
48,Bachelors,Sales,Male,50,>50K
29,Prof-school,Prof-specialty,Male,80,<=50K
36,Doctorate,Prof-specialty,Male,30,>50K
35,Bachelors,Exec-managerial,Male,45,>50K
31,Some-college,Transport-moving,Male,40,>50K
48,HS-grad,Protective-serv,Male,40,<=50K
36,Assoc-voc,Tech-support,Male,45,<=50K
40,HS-grad,Farming-fishing,Male,50,<=50K
57,HS-grad,Prof-specialty,Male,15,<=50K
26,Bachelors,Prof-specialty,Female,35,<=50K
37,HS-grad,Other-service,Female,40,<=50K
65,Doctorate,Exec-managerial,Male,40,>50K
26,10th,Prof-specialty,Female,32,<=50K
42,Some-college,Tech-support,Male,40,<=50K
47,Masters,Exec-managerial,Male,40,>50K
62,7th-8th,Craft-repair,Male,40,<=50K
27,Assoc-voc,Exec-managerial,Male,50,<=50K
76,Some-college,Sales,Male,8,<=50K
20,Some-college,?,Female,40,<=50K
29,Bachelors,Adm-clerical,Female,40,<=50K
29,12th,Transport-moving,Male,40,>50K
32,10th,Machine-op-inspct,Male,40,<=50K
22,Some-college,Craft-repair,Male,40,<=50K
30,HS-grad,Adm-clerical,Female,50,<=50K
43,Some-college,Adm-clerical,Female,40,<=50K
23,Bachelors,Other-service,Male,20,<=50K
44,Prof-school,Prof-specialty,Male,40,>50K
41,Bachelors,Other-service,Male,40,<=50K
49,Masters,Prof-specialty,Female,40,>50K
30,HS-grad,Transport-moving,Male,45,>50K
23,Some-college,Handlers-cleaners,Male,35,<=50K
39,HS-grad,Adm-clerical,Female,40,<=50K
32,Bachelors,Sales,Male,60,>50K
50,Some-college,Craft-repair,Male,35,>50K
19,Some-college,Adm-clerical,Female,40,<=50K
35,Bachelors,Sales,Male,52,>50K
23,HS-grad,Craft-repair,Male,40,<=50K
25,Some-college,Craft-repair,Male,40,<=50K
40,HS-grad,Sales,Female,40,<=50K
30,Bachelors,Exec-managerial,Male,42,>50K
52,Some-college,Craft-repair,Male,40,>50K
49,Some-college,Machine-op-inspct,Male,60,<=50K
24,Bachelors,Adm-clerical,Female,40,<=50K
46,Bachelors,Exec-managerial,Male,40,>50K
39,Bachelors,Sales,Male,50,>50K
45,Bachelors,Exec-managerial,Male,50,>50K
62,Bachelors,Adm-clerical,Female,38,<=50K
43,Bachelors,Prof-specialty,Male,50,>50K
45,Some-college,Machine-op-inspct,Female,40,<=50K
62,HS-grad,Sales,Male,40,<=50K
48,5th-6th,Handlers-cleaners,Male,40,<=50K
56,HS-grad,Other-service,Female,40,<=50K
28,HS-grad,Farming-fishing,Female,35,<=50K
23,HS-grad,Craft-repair,Male,40,<=50K
43,HS-grad,Other-service,Female,35,<=50K
26,Bachelors,Craft-repair,Male,40,>50K
36,HS-grad,Sales,Male,50,>50K
55,Doctorate,Prof-specialty,Female,60,<=50K
48,Bachelors,Exec-managerial,Female,50,<=50K
43,5th-6th,Machine-op-inspct,Female,72,<=50K
38,Assoc-voc,Exec-managerial,Male,45,>50K
18,HS-grad,Sales,Male,30,<=50K
56,HS-grad,Exec-managerial,Male,70,<=50K
39,Masters,Prof-specialty,Male,40,<=50K
46,5th-6th,Handlers-cleaners,Male,50,<=50K
36,11th,Transport-moving,Male,65,<=50K
42,HS-grad,Craft-repair,Male,40,<=50K
50,HS-grad,Transport-moving,Male,50,>50K
17,11th,Handlers-cleaners,Male,20,<=50K
57,7th-8th,Machine-op-inspct,Female,40,<=50K
73,HS-grad,Other-service,Female,12,<=50K
50,Some-college,Adm-clerical,Male,40,<=50K
35,Some-college,Transport-moving,Male,45,<=50K
27,Some-college,Machine-op-inspct,Male,45,<=50K
24,Some-college,?,Female,40,<=50K
27,Some-college,Craft-repair,Male,40,<=50K
23,HS-grad,Craft-repair,Male,40,<=50K
25,HS-grad,Adm-clerical,Female,40,<=50K
51,Bachelors,Exec-managerial,Male,40,>50K
26,10th,Adm-clerical,Female,40,<=50K
47,Some-college,Adm-clerical,Male,45,<=50K
40,HS-grad,Other-service,Male,40,<=50K
58,9th,Other-service,Female,40,<=50K
25,Some-college,Sales,Female,40,<=50K
29,HS-grad,Sales,Female,18,<=50K
36,11th,Transport-moving,Male,43,<=50K
46,HS-grad,Exec-managerial,Female,60,<=50K
69,1st-4th,Priv-house-serv,Female,4,<=50K
69,HS-grad,Adm-clerical,Female,40,<=50K
28,HS-grad,Other-service,Female,40,<=50K
20,HS-grad,Adm-clerical,Male,48,<=50K
54,HS-grad,Adm-clerical,Female,35,<=50K
25,Some-college,Transport-moving,Male,40,<=50K
64,HS-grad,Handlers-cleaners,Male,40,<=50K
17,HS-grad,Sales,Female,20,<=50K
53,HS-grad,Adm-clerical,Male,40,<=50K
50,9th,Transport-moving,Male,50,<=50K
57,HS-grad,Exec-managerial,Female,38,<=50K
51,Some-college,Transport-moving,Male,40,<=50K
20,Some-college,?,Male,30,<=50K
47,Some-college,Craft-repair,Male,40,<=50K
25,HS-grad,Transport-moving,Male,52,<=50K
50,Prof-school,Exec-managerial,Male,52,>50K
20,HS-grad,Adm-clerical,Female,30,<=50K
43,Prof-school,Prof-specialty,Male,70,>50K
46,Bachelors,Prof-specialty,Female,40,<=50K
54,HS-grad,Adm-clerical,Female,38,<=50K
53,Some-college,Exec-managerial,Female,15,<=50K
21,HS-grad,Craft-repair,Male,30,<=50K
58,Some-college,Other-service,Male,40,<=50K
30,Bachelors,Sales,Male,55,>50K
61,HS-grad,Adm-clerical,Female,40,<=50K
56,Some-college,Adm-clerical,Female,35,<=50K
59,HS-grad,Other-service,Female,40,<=50K
72,HS-grad,Handlers-cleaners,Male,20,<=50K
33,HS-grad,Adm-clerical,Male,40,<=50K
46,HS-grad,Adm-clerical,Female,40,>50K
46,Some-college,Protective-serv,Male,38,>50K
48,HS-grad,Prof-specialty,Female,28,<=50K
33,HS-grad,Exec-managerial,Male,40,<=50K
21,Some-college,Handlers-cleaners,Female,40,<=50K
27,HS-grad,Adm-clerical,Female,45,<=50K
31,HS-grad,Transport-moving,Male,40,<=50K
28,Bachelors,Machine-op-inspct,Male,40,<=50K
45,Some-college,Adm-clerical,Female,38,<=50K
51,HS-grad,Machine-op-inspct,Male,40,>50K
46,HS-grad,Other-service,Female,40,<=50K
25,Some-college,Sales,Male,25,<=50K
61,Some-college,Adm-clerical,Male,40,>50K
17,11th,Sales,Female,30,<=50K
26,Bachelors,Craft-repair,Male,40,<=50K
35,10th,Craft-repair,Male,60,<=50K
33,11th,Exec-managerial,Male,70,<=50K
37,12th,Sales,Female,33,<=50K
39,HS-grad,Adm-clerical,Female,35,<=50K
42,HS-grad,Other-service,Female,30,<=50K
35,Bachelors,Exec-managerial,Male,47,>50K
45,HS-grad,Tech-support,Female,50,>50K
47,Bachelors,Sales,Male,40,>50K
64,11th,Craft-repair,Male,48,<=50K
39,Prof-school,Exec-managerial,Female,47,>50K
43,HS-grad,?,Female,40,<=50K
34,HS-grad,Prof-specialty,Male,40,<=50K
62,Bachelors,Prof-specialty,Male,40,>50K
53,Some-college,Prof-specialty,Male,40,>50K
31,Bachelors,Exec-managerial,Male,40,<=50K
26,HS-grad,Sales,Male,40,<=50K
56,7th-8th,Craft-repair,Male,50,>50K
43,Some-college,Other-service,Female,40,<=50K
33,Some-college,Sales,Male,35,<=50K
45,Some-college,Craft-repair,Male,40,>50K
46,Some-college,Sales,Male,55,<=50K
26,Assoc-voc,Handlers-cleaners,Male,80,<=50K
24,HS-grad,Other-service,Female,40,<=50K
43,Bachelors,Farming-fishing,Male,50,>50K
40,Assoc-voc,Machine-op-inspct,Male,40,<=50K
61,7th-8th,Other-service,Male,35,<=50K
34,Some-college,Adm-clerical,Female,72,<=50K
85,HS-grad,Sales,Male,35,<=50K
41,HS-grad,Adm-clerical,Female,40,<=50K
31,Assoc-acdm,Adm-clerical,Female,35,<=50K
22,Some-college,Sales,Female,30,<=50K
60,HS-grad,Other-service,Female,40,<=50K
29,Assoc-acdm,Prof-specialty,Female,36,<=50K
34,HS-grad,?,Male,40,<=50K
35,Bachelors,Exec-managerial,Female,45,<=50K
24,HS-grad,Sales,Male,30,<=50K
45,Masters,Prof-specialty,Male,40,<=50K
21,12th,Other-service,Male,20,<=50K
30,Assoc-acdm,Transport-moving,Female,37,>50K
50,Some-college,Exec-managerial,Male,99,>50K
41,HS-grad,Exec-managerial,Male,40,>50K
21,HS-grad,Sales,Female,33,<=50K
45,HS-grad,Craft-repair,Male,45,<=50K
34,Bachelors,Exec-managerial,Male,40,>50K
28,HS-grad,Handlers-cleaners,Male,40,<=50K
19,HS-grad,Other-service,Male,40,<=50K
26,Bachelors,Prof-specialty,Male,50,>50K
48,Bachelors,Transport-moving,Male,45,>50K
69,Bachelors,Prof-specialty,Male,40,>50K
41,Some-college,Adm-clerical,Female,40,<=50K
43,Bachelors,Adm-clerical,Female,40,<=50K
28,HS-grad,Craft-repair,Male,40,<=50K
65,Some-college,Adm-clerical,Female,28,<=50K
31,Bachelors,Exec-managerial,Male,38,<=50K
28,Bachelors,Adm-clerical,Female,40,<=50K
51,Bachelors,Prof-specialty,Male,40,>50K
45,Some-college,Craft-repair,Female,80,<=50K
43,HS-grad,Adm-clerical,Male,38,<=50K
31,Assoc-acdm,Sales,Male,60,<=50K
31,Some-college,Craft-repair,Male,55,>50K
45,Some-college,Craft-repair,Male,40,<=50K
20,Bachelors,Sales,Female,30,<=50K
25,Bachelors,Tech-support,Male,40,<=50K
36,HS-grad,Handlers-cleaners,Female,30,<=50K
31,Bachelors,Sales,Male,50,<=50K
56,Some-college,Craft-repair,Male,45,<=50K
26,Bachelors,Sales,Male,18,<=50K
47,Some-college,Exec-managerial,Female,65,<=50K
40,HS-grad,Exec-managerial,Male,50,<=50K
32,HS-grad,Exec-managerial,Female,48,<=50K
34,Masters,Prof-specialty,Female,24,<=50K
37,HS-grad,Exec-managerial,Male,55,<=50K
38,HS-grad,Craft-repair,Male,45,<=50K
19,Assoc-voc,Other-service,Male,16,<=50K
49,9th,Handlers-cleaners,Female,40,<=50K
18,HS-grad,?,Female,25,<=50K
26,Assoc-acdm,Prof-specialty,Female,40,<=50K
82,7th-8th,Handlers-cleaners,Male,2,<=50K
40,HS-grad,Craft-repair,Male,40,<=50K
28,Some-college,Craft-repair,Male,50,<=50K
23,HS-grad,Sales,Male,37,<=50K
19,Some-college,Adm-clerical,Male,40,<=50K
67,HS-grad,Handlers-cleaners,Male,32,<=50K
43,Bachelors,Exec-managerial,Male,40,>50K
41,Assoc-acdm,Adm-clerical,Female,50,<=50K
37,Assoc-voc,Prof-specialty,Female,40,<=50K
20,HS-grad,Transport-moving,Male,40,<=50K
40,HS-grad,Craft-repair,Male,40,<=50K
47,Masters,Exec-managerial,Male,50,>50K
40,HS-grad,Tech-support,Male,40,<=50K
39,Bachelors,Exec-managerial,Female,40,<=50K
24,Some-college,Adm-clerical,Female,20,<=50K
78,HS-grad,?,Male,32,<=50K
67,Assoc-voc,?,Female,1,<=50K
49,Bachelors,Sales,Male,45,>50K
66,HS-grad,Machine-op-inspct,Male,10,<=50K
52,HS-grad,Prof-specialty,Female,40,<=50K
59,HS-grad,Exec-managerial,Male,60,<=50K
72,HS-grad,Priv-house-serv,Female,12,<=50K
35,HS-grad,Adm-clerical,Male,40,<=50K
30,Bachelors,Exec-managerial,Female,40,>50K
36,Some-college,Other-service,Male,40,<=50K
26,HS-grad,Tech-support,Female,40,<=50K
23,Bachelors,Other-service,Male,35,<=50K
39,Bachelors,Prof-specialty,Male,40,>50K
40,Prof-school,Prof-specialty,Male,40,<=50K
29,Bachelors,Prof-specialty,Male,40,<=50K
38,Bachelors,Other-service,Male,20,<=50K
